    epochs  dogru_tahmin  yanlis_tahmin
0    100.0         137.0          187.0
1    200.0         138.0          186.0
2    300.0         146.0          178.0
3    400.0         143.0          181.0
4    500.0         137.0          187.0
5    600.0         130.0          194.0
6    700.0         129.0          195.0
7    800.0         100.0          224.0
8    900.0         142.0          182.0
9   1000.0         127.0          197.0
10  1100.0         127.0          197.0
