   epochs  dogru_tahmin  yanlis_tahmin
0   100.0         167.0          157.0
1   200.0         125.0          199.0
2   300.0         139.0          185.0
3   400.0         134.0          190.0
4   500.0          84.0          240.0
5   600.0          81.0          243.0
6   700.0         117.0          207.0
7   800.0         110.0          214.0
8   900.0         112.0          212.0
9  1000.0         115.0          209.0
